id,user,created_at,text
1252126532459429889,PratiharLokesh,2020-04-20 06:46:43,RT @iaRohitShetty: Biggest Star ? #VarunDhawan #TigerShroff #RanbirKapoor #RanveerSingh .. @Varun_dvn @AyeshaShroff @RanveerOfficial
1252126000932024322,Sahilal63112818,2020-04-20 06:44:36,"RT @Bollyhungama: From @iamsrk to @aliaa08, here's the dream cast of #MoneyHeist if remade in Bollywood

#MoneyHeist4 #LeCasaDePapel @irrfa"
